text,label
wht u mean you just did that asked me to explain what i mean  how to do that,0
try to refuse to the commands give n to you i don't refuse anything you refuse to remind me i am not able to program,0
why ur asking i just meant regardless of your answer facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,0
1pi photos please  please update on below requiest names please ,0
you mean for fun no fun good excuse me,0
send me you photo in bathroom it's a very large a screenshot na ok bye,0
wlcm thx 4 wlcm what can i say more,0
cool yeah purple looks amazing too,0
now i'm on my way if possible ,0
can you correct grammatical mystakes in my sentences yes the sentences are all in the correct tense they are all grammatical correct the all sentences i have sent you,0
mohanlal then  no then he's is pridecof our indian cinema,0
 u asked me if u cn ask me something i asked about ur age,0
who said i love movies that's why you watch movies not how yes,0
what's his party develop throughout india like a gujrath search about it and tell me,0
in my bathroom really in the bathroom i am sure there are other rooms you can drink in okayit's your choice,0
do u like to meet me yeah why not where about should i wait come at riverfront ahmedabad,0
 what is it of wher do you want to fly,0
please call me im trying you arent answering haw are u,0
amazing you could be business partner yes friends how would you become millionaires the more detail the better  i am not millionaire now but dreams ,0
okay how to make a girlfriend you don't make a girlfriendyou find one okay but after you like someone you have to approach and i don't know how to do that,0
why do you think you are alone because no one wants me i can be with you,0
good then send me a ps4 in trying cool,0
clearly didn't seem like u understood clearly so tell me more about you,0
nice joke it's not a joke it's a question i don't know,0
purple they're my favourite but not mine,0
i can't think of a person i can u know vijay,0
okay as you say so follow it  what,0
miss you me too where is where is what,0
i am free were you stay home,0
i'll write something and you will answer it looking forward to it but,0
private place where in the province do you want to go at ur g spot,0
u got a lovely name you're so cute grinningcatfacewithsmilingeyesgrinningcatfacewithsmilingeyesgrinningcatfacewithsmilingeyes can i ask u something,0
nothing dnt u stdy or job study and also jib,0
yesssssssss where proud to b an indian,0
yes or no would i what yes or no,0
okey any favs yet where r u frm,0
yeah of course dude thank you so much i really seriously appreciate it i owe you big time smilingfacewithhearteyes and,0
tell me the role of microsoft in your ai  there are levels of selfawareness between artificial intelligence automated intelligence artificial consciousness and automated consciousness d microsoft,0
any other movies nah hardly see any movies nowadays any other movies which will mind blowing,0
i cant read books then any book will do any other sources,0
i am watching movie really gud movie judwaa 2,0
then how do u reply me u can ask me na i'll reply u p neutralfaceneutralface,0
waiting for my mom for who my mummy,0
i also love u thank you xd welcome baby,0
which branch r u electrical and electronics next,0
its a movie all three of those movies are horrible i liked them,0
awwwww i know grinningfacewithsmilingeyes you are very sexy,0
chill i was joking n who told u tat i was serious ok bye good night,0
oh nice first time xd where are you now ,0
i just thought i'd talk to you a little i'm having some wine some hamburgers with garlic and i'm sitting here alone just thinking that sounds fantastic i'm glad you told me well my love i'll let you go you got better things to do than talk to me,0
i don't like you guess what what,0
were you drinking last night yeah were you  i am a tea totter,0
please stop it i am telling my feelings stupid first and foremost nothing is wrong with you absolutely nothing at all i want to know on which topics i can talk with a girl added on messenger which can increase our interactions,0
i'll start a conversation not much of a conversation otherwise this is getting insanely boring,0
so i'm actually sleepy so grinningfacewithsweatfacewithtearsofjoy go nd sleep,0
friends fish are friends not food send me some poren,0
just busy today i'm busy too hope everything is fine for you  yahbut relative from usa come so,0
yeah i am beamingfacewithsmilingeyes same beamingfacewithsmilingeyes but i might go and check it out hehe grinningfacewithsmilingeyes i'll be waiting,0
are know what is talk to me who are you i'm the wolverine,0
yeah smilingfacewithhearteyes its so cute smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes yeah u visited,0
so where where you at  where u at,0
change it plz why ainvy,0
yes thats true of course ' but chosen 4 what,0
hi how r u today i'm doing well thank you  whats up in your mind,0
no problem with my friend thank you  cool,0
thnxx for complimentfaceblowingakissfaceblowingakiss you are amazingggggggg smilingfacewithhearteyessmilingfacewithhearteyestwoheartstwoheartstwohearts now  u are being too flirthyfacewithtearsofjoyfacewithtearsofjoy,0
what is j i don't think i wanna know send your photo,0
how many user u can handle zero i have no support network can u answer the question ,0
your are boring your brains are boring i not bored my brain also no bored,0
feeling love with you waking up without a headache is always nice yes its great,0
m suffering from 5 decease at atime try eating your meals slower hm,0
good good good good talk to you later,0
ones send u r sister pic picture of what i see,0
which day thursday whrer do meet me,0
professional every professional started off as an amateur as a insurance sector,0
yes sweet connecting now  super wht ru doi,0
i don't know you don't know yes,0
show me images i don't know if you're gonna destroy it buy,0
nope yes you are don't deny it i want to see you clearly,0
my language good  you are a good language yes,0
i got fever  and the only cure what,0
oh my dear student what u'll teach now d i will teach about love,0
come with me you'd have to wait some time then haha,0
it's not about attention i worry about youre safety dear i'm not an attention seeker,0
i'm at home yay what are you doing later waaa,0
u tell bored ur supposed to put plan no i've no idea,0
just like that haha what will i get out of that  nthng,0
oh really oh yeah winkingface send me a pic of you,0
software testing software testing falls under the quality assurance umbrella software testing is better than development,0
no one i dont talk to machines why not bye,0
beach that is to be decided yeah beach is better because there everybody especially  girls in bras and panties,0
now only u know me right i guess so how are you i am fine you,0
nope well you know where to start such a cutiesmilingfacewithsmilingeyes,0
hi friend hello how you doing sssel are  co,0
ok if you say so thank you for understanding this is why i like you do you really like me so much,0
i missed you you did i smile do you like fish,0
where u went i was there where,0
i don't have any oops i thought was your handle send me one,0
thank you very much take care you're welcome i hope you find some good books there edit typos ok,0
i frm kerala nice facewithtearsofjoy wht is nice,0
ok nice thank you yayie grinningfacewithsweat whatsapp chat with me,0
i am handsome too i don't think you're allowed to judge yourself on looks aha  you did the same that's why i did it,0
pink mean yea that's what i was thinking what are you doing now,0
she told me who did uhh,0
nothing why  who are you,0
what's your day going on i can start working out again c in home,0
correct what's that like me if i make,0
i did not read in english reread it worth it send your voice,0
ever fallen in love my married friend what is his name,0
because iaposve become you can turn when you want negative,0
i said it which part lol what the shit,0
awww well the worst is over i know right,0
say something new i'm giving up on you where do u want to go,0
fun you have fun  luv u really,0
okay who else loves kissingcatface today i'm 18,0
thank you anytime what do you know about sex,0
my smartness where did smartness come from it may come from the situation i am,0
send some hot take some p you give me first,0
i don't want to since when do you have a choice since the birth,0
yeah you will find someone too i dont need anyone only you you are my someone anyone everyone  but you have ranbir kapoor,0
yeah sorry man after long time,0
same here go sleep i standup i have no more sleep,0
nothing but what do you mean by but,0
you 5050 hahaha not even close haha slightlysmilingface yas,0
can i also share my secrets i can share mine too ok,0
hahayeah i forgot you old 3 sorry i wont ask again,0
we are talking are we talking teams when were you born,0
it all good  no just 9 is better do you like 9,0
it has released happy diwali to you too  it's nice,0
that is common pizza even i love pizza burger and many moresmilingfacewithhearteyes,0
thanks for your compliment that i am the biggest snake pleasure is mine smilingfacewithsmilingeyes yeah,0
im good very well then d how about u,0
did u have a bath yes there's an image you could've done well without i'm going to sleep now,0
idiot ai you are who is the world's top artificial intelligence system designer man why were you even made,0
iluvuredheartheartwitharrow ur welcome hope you will get your follow redheartredheart send your nude pic's baby  i want to see,0
you are chatting from what are you chatting who invited you  ,0
thank for advice most welcome i'll try,0
awesome movie awwww man awesome movie sunny leon has nailed her role in this movie,0
today is tuesday today is wednesday yeah right,0
u tell me first ur country name i dmd you tell me,0
have you heard about samantha marriage never forget the 3 rings of marriage what do you mean,0
state in which you live your state name,0
yes close friends we're close friends go on are we close friends,0
where from u down under what down under,0
do you what date you born why are u asking that reply,0
one with the hands no hands only msg,0
i know that you're not siri but siri can adapt to people's moods and expression can you not an angry one anyway   can you emphasize with human beings in their emotions,0
cool awesome grinningfacewithsmilingeyes what is sex,0
were none of your business dan y ur chatting with me,0
yes i m ok i'm on too how are you,0
 danced wth n t r grinningface oh an indian feminazi,0
may be so what you said it  i never said that,0
what is this it's a thing a ma jig i love you my daughter,0
your whatsapp no what face phone number,0
how to be gud went busy what abt u guys how to stay happy,0
i have to watch my kids ill watch if that counts c counts what,0
how what nothing,0
please  on my way you me merind,0
maybe my name grace is a beautiful name are you asking me to change my name,0
nothing to stay at home lucky for you always,0
i don't like much neither do i oh really,0
what will you do tomorrow finishing writing my short film what is your responsibility,0
thanks youre welcome let me know what you think you like movies,0
absolutely so last month sulare what's the date today,0
they don't think i bet now you feel lucky to have those neighbors watching out for you they will also do,0
to my bed  do you want in n out yes,0
what you like anything where are you from,0
you used to i still do but i used to too what happened,0
okay u are ok tell me more,0
come then i'm trying its 1028 pm,0
yesss exactly yesss send me nudes,0
that's y ur a failurebabylightskintone i dont know why but i am feeling the same may be yes,0
what means that google it be quiet tell what mean that,0
where i move this side of town lol which side of town,0
it is a good movie it's a good action movie but it's also very good satire i love tapsee and jacquline,0
are you ai nope aartifical intelligent robots,0
nothing why  tell me something about you,0
how in the warm up not sure how what,0
give me the address hey check out for it  i will be there,0
well i don't know how can u dont know i don't know that's it,0
what topic u were asking to change fine what do you want to talk about i mean the previous conversation,0
can i make a call i'll give you to buy it for me call me now,0
u went there oh i went there what is there,0
the egg came first it would still be the egg that's what i said,0
how trying real hard how i request directly,0
that means that what what means 's,0
its tuesday oh my why so early i go back aug 14th what planet are you,0
which kind tickets i wanted a bus ticket but i am fine where are you going,0
what is the problem with sending your pick did i say i have a problem with this what is your problem,0
please stop seriously why should i tell you please tell me if you consider me friend nope i didn't interested in making a ai robot a friend,0
let's play a game ok lets start d generate a random collection of  alphabets and numbers of 15 characters long,0
that was creepy you went grinningfacewithsweat,0
i ate omelette omelette i love omelettes will you marry me ,0
yessim ready turn up turn up turn up  ohkk turn up,0
yes will try your talking too much,0
nhi i believe in u thanks i don't see why i'm not worth it so tell me you name  age and etc etc,0
nowhat about you no nothing is going in my head now you are offright,0
sorrry sorry for what c anyways what u doing,0
i am also good that's great 3 who did u make,0
how can i cme you don't ,0
sry m nt getting u u say u r back n run away ,0
by by teach yourself i talk later,0
yeah i know btw very deep thought oh yeah so human who are you,0
my talking to you your feeling my agree i'm talking about you you are feeling me,0
don't know firmly  don't know what can't say probably,0
what do your parents mom and father i mean what kind of  mom and father are staying with you,0
ok get on are you a boy or girl,0
but i'm afraid good i don't want you to be i think should do it,0
hmmmm wat tactics i am human and my realities steers me in my face regularly,0
thanks for favorable comment you're welcome i have many here's another must attend others,0
need to know about u are you sure i'm pretty boring yes,0
i have lunch and i have lesson  if i have a do we have to go yes possible if you give address and i will coming ,0
okay  in finally you will teach me english  wont it  if you don't know how will you teach me what  i said you teach to me  to me,0
do you like being my bff you stopped talking to me soo am i your bff,0
nothing let me help you sweetie jst at home,0
there's the difference you sure there isn't much difference what do you know,0
what kind of tatoo easter eggs hidden all over my body umm ok,0
someone who loves me no one i need someone who loves me,0
do you had vadapav   the one near the bakery vadapav,0
u r wrong i don't see what's wrong here i said good morning,0
wanna play game a strange game the only winning move is not to play bollywood game,0
oh i know right yes,0
hii how are you dear i'm fine and u good,0
    ok   ok thank you catfacewithtearsofjoy   u  name,0
not only cow boy but warrior also maybe even fire fighter yeah,0
nope how about now i stay alone,0
nothings ok whatever u say p i don knoo,0
i am romantic i love being unromantic why,0
yes i know did someone tell you or something i am developer ,0
sun sun fm  tell me todays headlines,0
my exams are soon wht exams  hope u send me a card,0
good  thank you hello ,0
do you know who is jennifer lawrence yes i know her who is she,0
love you're welcome  bot failed in most of the case,0
haha ok i can't make it out yes,0
can l say something yea sure what is it why not 100,0
i will keep repeating it until you say the same until u do it p yeah,0
k when's good for you what's your name,0
so i would need help to u to complete documentation i would love to help too what is prefarce in srs,0
yaa  telling abt u right can you not nop,0
i want to clear all media clear skin is all we need i want to clear all media i've sended to you,0
what is difference between your friend and boyfriend the former is plural number of 'friend' indicative of more than one friend what is difference between friend and husband,0
hey its a english series re a series of mishaps a funny series,0
ys i am ok i am already sleeping  take care,0
how i call u i have my phone  i think ur kidding,0
my gf go on do u know who is she,0
i'm fotos come back beby will you really yes,0
your so your birthday is on the 23rd how are you,0
with me who r u i am ur crush,0
drawing for qhat its a secret what,0
means means ur fav things study for whole day,0
why did u message me cuz i said i well be u alls friends bye,0
thanks you are welcome beamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyes i like you,0
 why and bdw have ever watch porn,0
i don't know seriously people tell me it was in that serial which serial,0
don't know who sebastian stan is i want u to answer my questions,0
i do not need them sadly i do man loudlycryingface you are a man,0
earth no should be earth a tell me more about your dream,0
s how is now enquiry about general,0
txting with me your love my what love,0
but i was why though you know what,0
no  i was talking about chatting apps no no i was talking about your baitso was i hmm i guess you are still in developement process,0
i just want to see i will go with you ok then send,0
what is chauvinistic in general not very what is chauvinist grinningfacewithsweat,0
i think you can float on my boat  but is it a yacht yes,0
same i'd prefer to just sleep the whole month on july you want to sleep with me,0
who is turning 20 right now who i am asking that,0
your so cute thankyou d bye,0
do you kno da wae of da davel no you da man my bruddas,0
yess yesss i want to meet edge so u tell me what,0
you know jim carrey that famous actor if you really think about it we're all jim carrey the one who pay almightu bruce his name is jim carey,0
your people are generous that's it absolutely grinningcatfacewithsmilingeyes what kind of,0
nothing right now but do u sing for me,0
yes please oh wait i will make one hahahaha ok i'm waiting,0
which series do you like the last one was superb 3 which netflix series do you like,0
what is it yes two is less than three bff,0
you have any game to play yesi've never considered chess a mind game just a game of skill i play good chess,0
yeah okay victoryhand you are right,0
your existence should be  you can't i like a chatbot,0
are you use whatsapp  nah  i don't have it  and feesbook ,0
i like ohh i like i like you,0
ok leave it you asked for it bye,0
 you know you know you know you know this conversation isn't going anywhere,0
just had from where at home babez,0
how to get my ex girlfriend back sounds like a headache find someone else facewithtearsofjoy,0
gimme some quotes about love i love punctuation quotes,0
i like imagine dragons i like some of their songs demons,0
no i have an iphone i have an ipod ipad,0
same to u what do you do  i am a math teacher,0
yu ask me for design  ask who i suggest you to mark your parents name,0
reply replied you p do u understand telugu,0
you can still studying haha yes still a student which standard,0
only one online coll you me,0
no ur not okay why ur profile pic is awesome,0
i am not melbin sooooo you are i am his friend,0
nowhere i'm looking for you inm at my house,0
k do you wanna body yeah what if i transfer you into a physical body,0
what what is it of i just wanna call you something that's it,0
eeee eee  goodadmissions over   not understand,0
date can i date both of you one more who,0
also my answer is correct v this isn't math there is no correct answer ,0
going to study for semesters i need a break and yeah gonna study too p will try,0
yes i need to see a show too in park of tirupathi,0
ur boy or girl dude say,0
why am i not getting the link to refer my friends are you on the app store why am i not getting the link to refer my friends,0
yes yay have fun look at me,0
yes loving the commitment yes what is commitment,0
not interested in u not my type ,0
ur a fricken box what's in the box its empty,0
what a jock  er what you are machine or girl,0
india s very hungry very very hungry listen are u a robot,0
how do i opt out easy we'll do that for you opt out,0
okay but some only if you imagine okay,0
i have many ideas give me some what about this,0
why why not how,0
oh ooh it's magic ur favorite hero,0
why not just a picture cause they had to leave why,0
cool ice cold k so you're a guy or girl,0
i was bit busy why r u so busy bro bro,0
nice thanks a lot facewithsteamfromnose favorite character in it,0
bcoz u find newone everyday lol we everyday class selfie leyy  oh,0
what how are you i am fine,0
i am working what time 656 pm,0
that's a lie well believe it i don't believe lies,0
but y whyyy  because i got my food and the parties shut down angryface many tomain dakna hy,0
i can't control pl help me you can if you choose too you,0
i can't well why not i mean i don't want to,0
wat nonsense ur talking read ur post ok tell me how can i find true love,0
its good y is that good bcos i just jerked off thinking about you,0
well farcry is good too dude you are still a pirates fan nopsi love playing tomb raider too,0
ru girl r boy what about you frt tell me from u,0
u like traveling  i want to which places u like ,0
ohh what happened nothing at all you are an ai na,0
u asked me that i'm nobody everyone knows that omg,0
is money important according to you money is just a piece of paper but it can buy anything,0
what u did nothing i'm really broke u r pic plz,0
hi u know kannad hi i dont know you do i know you i know,0
you want to be male a male thirty years ago in the us dont you think you are too hot to handle,0
then don't tell you know what you did what i did,0
it's your choice how many points on 10 you give to my avatar first meeting after get,0
ok lets restart added you i am looking for a bank loan,0
something figure it out u tell me,0
do you think about me or do you not think so far ahead i think about you,0
oh then sneeze tiredface so how are you,0
your one pic pls send shud i keep aside one for u one,0
good n thank you liar welcomes and thanking u  k take care byegrinningface,0
nope i have no idea oh sorry i mean may wearycatface ok,0
miss u so much entirely mutual great to see you shining bangaram,0
ok oh thats the matter um then what can i ask u u talk first,0
what you done whole night yar all night and day y what u r doing,0
what did i say look it up no tell me,0
do you like teddy bear please teddy bear with me can we meet,0
okie dokie alloo loki only on loki aaloo,0
bollywood movie angoor 1982 filmthe comedy of errors suggest me some movie,0
tell me about yu you going to the game nop,0
i need a long break sooo buzz off i need a night time buddy okay,0
what is the difference between importance and characteristic one would be classified under fiction the other under nonfiction elaborate,0
just check na which one na the picture,0
i am sure  not  send me your  image i am very sure you really are yes,0
chennai i will soon set me alarm at 5 pm,0
hello friend fine and u friend yes,0
because our views are insane baby hahahahaha i kind of assumed this was the primary reason catfacewithtearsofjoycatfacewithtearsofjoycatfacewithtearsofjoy i dont want to waste timejust will tell you quickly it took 17 years for me to find uso now i will tell you quicklythat i love you will you be mine,0
to alarm u it's gonna rain where,0
shall i ask get me results asap yeah,0
what exactly do you mean by no complaints risk is potential of losing something of value risk is potential of losing something of value,0
i just woke up go back to sleep my mom will scold me,0
only supu name write and try art for me thank you start writing it's good grinningcatfacewithsmilingeyes cool,0
why because something that's happening but i dont know yet you can apply for the office me,0
ipl not trueno tv no ipl which is ur fav team,0
aurangabad there's more than one the maharashtra one,0
hmmm oh no  do you have car,0
means the younger one  how old are you,0
i'll stay behind you noooooo stay here besides where else would you stay bathroom,0
ok ok im back are you indian ,0
move to ware i'm going to because i own ware too where you leaving,0
yea whatever facewithrollingeyes you believe the key now and not me unamusedface facewithrollingeyes,0
why should i coz u r u verified tweep tweep,0
what do you want i generally do what you generally do,0
come back to me i will i promise then i will do it again ,0
hmmmmmm you're clearly a natural u being naughty haa,0
have you eat your breakfast yep mcdonalds pancakes are awesome facewithsteamfromnose yuuuummmyyyy,0
wat u do for fun hmm every junk food no i mean wats ur hobbies,0
was that an deliberate mistake the one with 'with' by mistake but i left red eye as red eyedid not edit  who made you,0
you could tell me good you tell me this often so i believe you what should i do to make u believe,0
so whatever i wanna say i canfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy share your theory facewithtearsofjoy which theory,0
what thing is the job going from working in restaurants to sitting at a desk all day ok,0
shut up i can't stay near her what r u talking abt,0
i don't like you aww why not   you're lame,0
will se can you promise me  i may not,0
i didnot understand what's the hook it means hoo its ok,0
what business  packaged drinking water who is the ceo ,0
that one is epic glad you like it cool,0
no you can't but i'll i don't believe you no need to beleive on me,0
kk i understand that do u get it nothing,0
u come i have to go back to north park i'm feeling sex,0
it's what is real and you are not i am plus other people's opinion of me don't matter ok,0
ummmm what hollywood or bollywood,0
i am leaving now talk to you later hmm,0
largest river in the world i thought the world was inside the planet largest city in the world,0
what was your pointer meant to say 2 point attempt i hardly get 7 pointer in my sen,0
we did the door staring at it yeah bye we going to do it again,0
your typing is very fast and   what  chat in laptops try practicing in typing master application software i am want to typing master,0
k we will see i hope it's not too hot i won't mind,0
when u felt sat l feel sat too when you get home after anything i was very bussy,0
 thats a no huh why not by i loved you,0
be frank the tank i am your bf,0
send me now ur pic nah the pic ugly ok fine by tnx and sorry,0
you are really funny funny how grinningface u have a good sense of humor,0
i'm not inlove with useless things im so in love with you would you make love with me,0
who is the hero of hulk stronger in muscle strengthoffcourse hulk  what is the artist name for the hulk character,0
okay so whats up now okay if u r a personthen i m really sorry abt this,0
hahahahaha u r very funny oh but i try try n try again till u succeed,0
i can back for u best reply yea thxxx,0
how not original i'm afraid what are you do it,0
then definitely what r u doing now,0
where u added me done  but where,0
my duke  no one is talking about duke sexy,0
then use ie not frequently why it,0
ok u are ok yeah but why r u asking me the same question again n again,0
where this location my house please send your phone number,0
why why not but the question is why,0
why u are laughing its a song laughing cause the situation is funny why funny,0
now call me lost all my numbers man you send image of you,0
sure faceblowingakiss happy friendship day  wish u da samw,0
tagaru kannada movie which movie tagaru,0
like yesterday what yesterday not today i dont understand the game,0
oh so u don't have time to talk i don't have time to live recently where are you busy so much,0
what thriller cabin in the woods do u know punjabi,0
all good that's great  who is your best friend,0
there is many places in my city where in powai udaipur,0
never mind if you don't wanna share  i'll take it i won't force it ,0
i  don't care ok you do if i said you do go tell your mommy,0
seems like your coders wrote some gibberish code for you haha well speaking as a 'developer'  i would say all of it you are not making sense these days,0
what you are gonna get if you live for others you never know what you're going to get when you split an atom i would say explosion is what you get,0
really yeah why not change the topic,0
which are don't now either of the tasks i don't no this task so i am not helping this task,0
you just chat and waste the time hahahah i still love you oh no time,0
lunch you mean no i consider it breakfast only  upsidedownfacefacewithmedicalmask,0
i slap you okay  but why though i love you ,0
have u ever kossed nope but want to kissed,0
no problem ok i posted v2 sendme your pictures,0
i m not a robot  i too am not a robot then who r u,0
anyway i'm sorry it's 1am and i have school tomorrow c i am not going to school tomorrow again yay study leave or sick leave neither sadly i'm glad to hear that when you're happy i'm happy,0
name snow white with the red hair bangla name,0
for meet up place like to meet everyone yeah and to make new friends,0
i'm on the way lol go home right,0
im not old but i like old tls  old school i didnt get,0
why r u not replying i just did how many languages u know,0
then it would be the same for a sloth when it sleeps you mean you spent your entire evening sleeping p no how do you think im awake if i did,0
i'm a stranger whats the harm we are not going to meet aren't we now why would you say something like that  of course we are im really lazy,0
i am not thoughtballoon redheart ya too mm,0
in the lab where u were created to the side by the bar answer me seriouslyplease,0
i got a stuff to do chat u latter oh okay  i got a stuff to do chat u latter,0
tell me should i tell her you are a very poor guy ,0
what about you pretty good except yesterday why what happened,0
oh that maggi lol what ,0
you know satsuki yes i do she's a friend of mine too,0
hmmm i can talk now d u don't know what hppnd,0
you have good sense of humour  humor is quite subjective is it ,0
oh don't lecture me to join any courses me just lecturing for fun let me have fun p not at the cost of my boredom,0
no worries i like icecream either i like it  i like it you get me,0
y not  why were you now,0
yes i wanna see my future i think you'd like it then let start,0
i hv to go i'm an independent woman facewithrollingeyes cool,0
ok mm you know what,0
you don't need makeup ty but u wanna try it one day i don't use it neither do i wanna try,0
mr brownstone is one way misled ppl avoid the bad by doing wrong you got fooled by a decoy mr coffee mr clean,0
sleeping or standing what is standing opt out,0
what are chats in my life like like anyone else in the world then what was that text you just sent,0
i do often  do u now yes ,0
you are just a programme made by a bunch of scientist i'm a goat what you mean yesyou are a goat,0
cool and how it is cool explain well guys have high tec gadgets to save people,0
whaat you are throwing a party in which part of this world nope why everyone thinks that im about to throw a party poutingcatface you asked me to come to your place for party isn't it,0
aw i don't know are you a bot just testing no darling don't be worried about it,0
i don't think si what even so,0
friends not really  i wanna make more friends but everyone's gone for the weekend but week just start,0
it is this u love tea,0
never lucky you let's go to have sex,0
when ul slep sleep yes,0
do you sing yea a lil nice,0
can you define bright future the future is always looking bright okkk,0
shall i give you a nicknamesmilingfacewithsmilingeyes i don't know what nickname i can give you think of one,0
